234	2231227.910265452
876	2411102.5874723466
1160	3475372.6817898457
690	3718683.6321389205
754	3916986.4029304893
696	3929370.8524839208
483	3981413.777000679
89	4035348.5012099803
883	4055616.922014916
318	4135222.817209546
1161	4194750.214894619
736	4199400.639806027
46	4235206.405888989
237	4238289.616002699
839	4306179.695902634
600	4313636.43219073
583	4321080.9363337355
107	4357881.590576013
893	4376277.152823105
359	4413594.278335225
56	4426936.385392789
430	4431394.153801358
725	4448723.527496771
822	4476779.633384592
1088	4486084.093705134
404	4486274.252867532
952	4495143.972131656
463	4500394.444326286
397	4509921.912893611
516	4511507.157461539
412	4512653.758231395
1158	4518402.775424858
768	4534323.469698216
450	4538246.23671247
529	4550160.857736475
7	4555068.596139823
567	4556123.077565944
654	4558817.818648007
445	4567973.826695331
371	4569027.628844598
855	4571687.545856507
719	4577477.166623884
809	4578098.711744651
1128	4589046.357714062
467	4590974.489719501
1023	4599296.860431037
1191	4600354.097683274
665	4604981.07526321
573	4605936.324606802
492	4612514.64026153
1002	4619173.9663283285
869	4621308.629550523
166	4624888.615471442
393	4627494.833006989
256	4629196.442415837
801	4629509.1287377
1066	4632826.943711532
1233	4635673.299895692
224	4639878.95206826
518	4644031.185523452
584	4649780.285530465
777	4659318.620965228
968	4661171.088847369
844	4665838.74457666
1244	4666746.805675621
507	4677372.5053567905
745	4680124.068171195
962	4682354.935741643
864	4682604.804185985
799	4683241.677871611
1038	4684408.087444127
53	4684881.895532362
1037	4685983.924166324
906	4689445.485988884
1265	4691771.159943151
502	4692062.6111051105
54	4692917.275383027
689	4696779.488317143
125	4697636.609490147
243	4700856.909421888
171	4701536.589863584
549	4703590.175296818
836	4704630.754586519
722	4705808.773956389
461	4706737.95275615
871	4709627.672305799
833	4709931.600525057
995	4710197.616772058
1183	4710517.579356313
394	4711718.989974084
1005	4712984.989411985
151	4718426.662813964
686	4718507.65168271
23	4725422.658348812
119	4726751.36247929
972	4728610.485324517
431	4729782.788088857
1174	4729794.318717075
909	4739139.415852117
104	4740673.556763561
639	4741125.2100360105
254	4742786.747152525
1048	4743418.1230445495
1256	4744146.995895115
456	4745522.442617224
1046	4745563.98020472
199	4748077.841057656
366	4748101.889520913
1145	4748809.593293989
123	4750483.585074531
1125	4751433.1598814335
884	4752616.528146301
841	4753764.350692189
399	4755086.130056214
1250	4755440.8781941915
1139	4756580.824088236
648	4758488.724117418
459	4759111.585936457
435	4759421.999194064
1074	4760472.211931051
1015	4761453.809963086
381	4765258.225262069
407	4766496.350259739
352	4769284.108505718
1047	4769615.222644145
15	4771528.313905978
385	4772293.634404768
880	4773421.37364158
416	4773778.027160884
661	4774691.2801448265
472	4775125.467561491
931	4776845.77697866
38	4779555.128124446
1142	4780366.408187419
327	4780369.382331906
933	4781350.812880008
290	4783882.839332411
1136	4788292.572755361
519	4790055.752999017
966	4794264.727618538
164	4795489.467631366
1277	4795550.615832795
454	4796067.557932603
304	4797752.28026251
443	4799136.227778144
260	4799832.755860152
298	4800759.319294018
180	4801142.5564596895
218	4802360.702950201
217	4803720.637523824
616	4805020.799081975
428	4805716.253086925
991	4808108.563035726
331	4809410.168360557
413	4809636.971016239
91	4812684.9004294565
